order Number,ProductID,Discount,Quantity,returnQuantity,returnReason,Compensation Method
1884,217,0.05,4,0,,
1885,156,0.05,3,0,,
1885,250,0.05,4,0,,
1886,254,0.05,4,0,,
1886,275,0.05,5,0,,
1886,15,0.05,3,0,,
1887,7,0.05,5,3,Product is damaged,Refund
1887,118,0.05,3,2,Product is damaged,Refund
1888,197,0.03,4,0,,
1889,10,0.05,3,0,,
1889,268,0.05,5,0,,
1889,233,0.05,3,0,,
1890,145,0.05,3,1,Other,Refund
1890,226,0.05,2,0,,
1890,261,0.05,3,0,,
1891,149,0.03,2,0,,
1892,282,0.05,3,3,Order Cancelled,Voucher
1892,175,0.05,4,0,,
1893,150,0.05,1,0,,
1893,83,0.05,5,0,,
1893,195,0.05,1,1,Order Cancelled,Voucher
1894,33,0.05,1,1,Order Cancelled,Voucher
1894,114,0.05,1,0,,
1894,164,0.05,3,0,,
1895,243,0.03,3,0,,
1895,257,0.03,1,0,,
1896,157,0.05,5,0,,
1896,63,0.05,4,2,Other,Voucher
1896,182,0.05,5,0,,
1897,252,0.05,4,0,,
1897,153,0.05,1,0,,
1897,214,0.05,1,0,,
1897,183,0.05,1,0,,
1897,79,0.05,1,1,Order Cancelled,Voucher
1898,158,0.05,4,0,,
1898,121,0.05,1,0,,
1898,218,0.05,5,0,,
1898,11,0.05,5,0,,
1898,264,0.05,3,0,,
1899,192,0.05,3,1,Product is damaged,Refund
1899,269,0.05,2,0,,
1900,75,0.05,5,2,Product is damaged,Refund
1900,50,0.05,3,0,,
1901,46,0.05,3,3,Order Cancelled,Refund
1901,177,0.05,4,0,,
1901,126,0.05,3,0,,
1901,134,0.05,4,0,,
1902,97,0.05,4,0,,
1902,178,0.05,5,2,Product is damaged,Refund
1903,109,0.03,2,0,,
1903,262,0.03,1,0,,
1904,91,0.05,3,0,,
1904,27,0.05,2,0,,
1904,140,0.05,5,0,,
1905,248,0.05,1,0,,
1905,256,0.05,4,1,Product doesn't match expectations,Refund
1905,136,0.05,3,0,,
1905,176,0.05,3,0,,
1905,17,0.05,3,0,,
1905,40,0.05,1,0,,
1906,77,0.03,2,0,,
1907,161,0.03,3,0,,
1908,190,0.05,4,0,,
1908,151,0.05,2,0,,
1908,215,0.05,5,0,,
1908,106,0.05,3,0,,
1908,48,0.05,2,1,Product is damaged,Voucher
1909,266,0.05,4,0,,
1909,100,0.05,4,3,Product is damaged,Refund
1909,53,0.05,4,3,Product is damaged,Refund
1909,18,0.05,1,1,Order Cancelled,Refund
1910,169,0.05,5,0,,
1911,206,0.03,1,0,,
1911,39,0.03,2,0,,
1912,125,0.05,5,0,,
1912,292,0.05,5,0,,
1912,81,0.05,2,0,,
1913,253,0.05,2,0,,
1913,279,0.05,3,0,,
1914,93,0.05,1,1,Order Cancelled,Voucher
1914,65,0.05,4,2,Other,Voucher
1915,26,0,1,0,,
1916,22,0.05,3,0,,
1916,132,0.05,4,0,,
1917,131,0.05,4,0,,
1917,14,0.05,2,0,,
1917,240,0.05,2,0,,
1917,236,0.05,3,3,Order Cancelled,Refund
1917,138,0.05,4,0,,
1917,52,0.05,2,0,,
1917,297,0.05,1,0,,
1918,148,0.05,4,0,,
1918,259,0.05,3,0,,
1918,108,0.05,5,4,Other,Refund
1918,45,0.05,4,0,,
1919,283,0.05,2,0,,
1919,196,0.05,3,0,,
1920,249,0.03,3,0,,
1921,231,0.03,2,0,,
1922,5,0.03,4,0,,
1923,67,0.05,3,0,,
1923,234,0.05,5,0,,
1924,35,0.05,5,0,,
1924,120,0.05,1,0,,
1925,271,0.03,2,0,,
1925,32,0.03,1,0,,
1925,56,0.03,1,0,,
1926,154,0.05,3,0,,
1926,246,0.05,5,1,Product doesn't match expectations,Voucher
1926,155,0.05,3,1,Product is damaged,Voucher
1927,296,0.05,3,0,,
1927,277,0.05,4,3,Product doesn't match expectations,Voucher
1928,70,0.05,5,0,,
1928,135,0.05,3,3,Order Cancelled,Refund
1928,21,0.05,5,5,Order Cancelled,Voucher
1929,24,0.03,2,0,,
1930,107,0.05,2,0,,
1930,61,0.05,1,0,,
1930,84,0.05,4,0,,
1931,3,0.05,4,0,,
1931,117,0.05,4,2,Product doesn't match expectations,Voucher
1932,194,0,1,0,,
1933,278,0.03,2,1,Product is damaged,Refund
1934,36,0.03,2,0,,
1934,143,0.03,1,0,,
1935,103,0.05,5,0,,
1936,122,0.05,4,0,,
1936,89,0.05,4,0,,
1936,202,0.05,4,0,,
1937,188,0.05,3,2,Product is damaged,Refund
1937,8,0.05,1,1,Order Cancelled,Voucher
1937,242,0.05,4,0,,
1938,62,0.05,1,0,,
1938,267,0.05,4,0,,
1939,112,0.05,1,0,,
1939,58,0.05,5,0,,
1940,127,0.05,5,0,,
1941,260,0.05,5,1,Other,Voucher
1941,165,0.05,4,0,,
1941,298,0.05,1,0,,
1941,220,0.05,4,0,,
1942,168,0.05,2,2,Order Cancelled,Voucher
1942,92,0.05,1,0,,
1942,171,0.05,1,0,,
1942,6,0.05,5,0,,
1943,179,0.03,4,0,,
1944,20,0.03,3,0,,
1945,228,0.05,4,0,,
1945,139,0.05,1,0,,
1945,73,0.05,3,0,,
1945,162,0.05,5,0,,
1945,170,0.05,5,0,,
1945,146,0.05,5,0,,
1946,130,0.05,5,0,,
1946,110,0.05,1,0,,
1946,72,0.05,4,4,Order Cancelled,Refund
1947,47,0.03,2,0,,
1948,295,0.05,3,3,Order Cancelled,Voucher
1948,224,0.05,1,0,,
1948,43,0.05,4,0,,
1948,222,0.05,4,4,Order Cancelled,Refund
1949,291,0.03,4,0,,
1950,13,0.05,5,3,Other,Refund
1950,232,0.05,2,0,,
1950,1,0.05,3,0,,
1950,245,0.05,3,0,,
1951,60,0.03,4,4,Order Cancelled,Voucher
1952,203,0.03,2,0,,
1953,68,0.05,1,0,,
1953,184,0.05,1,0,,
1953,180,0.05,1,0,,
1953,12,0.05,2,0,,
1953,49,0.05,5,1,Other,Refund
1954,34,0.05,5,0,,
1954,42,0.05,1,0,,
1955,193,0.05,4,0,,
1955,219,0.05,4,0,,
1956,80,0.03,2,2,Order Cancelled,Refund
1957,212,0.03,4,0,,
1958,54,0.03,2,0,,
1959,88,0.03,3,0,,
1960,2,0.03,3,0,,
1961,173,0.05,2,2,Order Cancelled,Refund
1961,142,0.05,2,0,,
1961,284,0.05,3,0,,
1962,263,0.05,1,1,Order Cancelled,Refund
1962,74,0.05,4,0,,
1962,23,0.05,4,0,,
1963,265,0.05,4,0,,
1963,290,0.05,4,0,,
1963,37,0.05,2,0,,
1963,82,0.05,1,0,,
1964,19,0.05,5,5,Order Cancelled,Voucher
1964,59,0.05,3,0,,
1964,287,0.05,3,1,Product is damaged,Refund
1965,235,0.03,4,0,,
1966,104,0.05,4,0,,
1966,69,0.05,4,0,,
1966,16,0.05,1,0,,
1966,147,0.05,3,0,,
1967,280,0.05,2,0,,
1967,87,0.05,5,0,,
1968,64,0.03,4,0,,
1969,99,0.05,3,0,,
1969,163,0.05,2,0,,
1969,200,0.05,5,0,,
1970,95,0,1,0,,
1971,85,0.05,4,4,Order Cancelled,Voucher
1971,199,0.05,1,0,,
1971,76,0.05,3,1,Product doesn't match expectations,Voucher
1971,51,0.05,3,3,Order Cancelled,Voucher
1972,198,0.05,2,2,Order Cancelled,Refund
1972,116,0.05,4,0,,
1973,255,0,1,0,,
1974,4,0.05,2,2,Order Cancelled,Voucher
1974,57,0.05,2,0,,
1974,221,0.05,1,1,Order Cancelled,Voucher
1975,31,0.05,2,0,,
1975,123,0.05,4,3,Other,Refund
1975,208,0.05,4,0,,
1976,144,0.05,5,0,,
1976,38,0.05,2,0,,
1977,276,0.05,1,0,,
1977,102,0.05,2,0,,
1977,225,0.05,1,1,Order Cancelled,Refund
1977,204,0.05,2,0,,
1978,41,0.03,4,0,,
1979,230,0.05,5,0,,
1980,29,0.03,4,0,,
1981,241,0.05,3,0,,
1981,124,0.05,3,0,,
1981,286,0.05,4,0,,
1981,211,0.05,1,1,Order Cancelled,Refund
1982,94,0.05,3,0,,
1982,141,0.05,2,1,Product is damaged,Voucher
1982,90,0.05,5,0,,
1982,207,0.05,1,0,,
1983,227,0.03,4,0,,
1984,272,0.05,1,0,,
1984,55,0.05,4,0,,
1984,239,0.05,1,0,,
1985,216,0.05,1,0,,
1985,294,0.05,5,0,,
1986,172,0.05,4,0,,
1986,129,0.05,1,0,,
1987,111,0,1,1,Order Cancelled,Voucher
1988,71,0.05,2,2,Order Cancelled,Refund
1988,28,0.05,3,3,Order Cancelled,Refund
1989,299,0.05,5,0,,
1989,166,0.05,1,0,,
1990,105,0.05,4,4,Order Cancelled,Voucher
1990,119,0.05,1,0,,
1990,209,0.05,5,0,,
1991,86,0.05,4,0,,
1991,274,0.05,4,0,,
1992,189,0.05,2,0,,
1992,238,0.05,1,1,Order Cancelled,Refund
1992,285,0.05,1,1,Order Cancelled,Voucher
1992,98,0.05,5,0,,
1993,128,0.05,5,1,Product doesn't match expectations,Refund
1993,186,0.05,1,1,Order Cancelled,Voucher
1994,15,0.05,3,0,,
1994,201,0.05,4,0,,
1994,94,0.05,1,0,,
1994,67,0.05,1,0,,
1994,117,0.05,1,0,,
1995,151,0.03,4,0,,
1996,298,0.05,4,4,Order Cancelled,Voucher
1996,291,0.05,1,0,,
1996,8,0.05,4,4,Order Cancelled,Voucher
1997,172,0.05,5,1,Other,Refund
1998,54,0,1,0,,
1999,69,0.05,1,0,,
1999,36,0.05,5,5,Order Cancelled,Voucher
2000,132,0.03,3,0,,
2000,208,0.03,1,0,,
